Tick,1000,0,2552040
Tick,1000,1,2601980
Tick,1000,2,2651920
Tick,1000,3,2701460
Tick,1000,4,2750850
Tick,1002,5,2799890
Tick,1002,6,2848920
Tick,1002,7,2897650
Tick,1002,8,2946270
Tick,1002,9,2994825
Tick,1005,10,3043620
Tick,1008,11,3092465
Tick,1009,12,3140705
Tick,1012,13,3189840
Tick,1017,14,3238400
Tick,1020,15,3286845
Tick,1022,16,3335665
Tick,1025,17,3384220
Tick,1028,18,3433185
Tick,1031,19,3482175
Tick,1033,20,3530895
Tick,1034,21,3579615
Tick,1037,22,3629050
Tick,1038,23,3677870
Tick,1040,24,3726660
Tick,1042,25,3775775
Tick,1044,26,3824905
Tick,1047,27,3873935
Tick,1049,28,3923010
Tick,1050,29,3972315
Tick,1051,30,4021660
Tick,1054,31,4070940
Tick,1056,32,4120065
Tick,1056,33,4169190
Tick,1057,34,4218225
Tick,1058,35,4267475
Tick,1060,36,4316905
Tick,1060,37,4365905
Tick,1063,38,4415460
Tick,1064,39,4464870
Tick,1064,40,4514125
Tick,1065,41,4563295
Tick,1066,42,4612365
Tick,1067,43,4661755
Tick,1067,44,4710855
Tick,1067,45,4760255
Tick,1067,46,4809585
Tick,1068,47,4858810
Tick,1069,48,4908335
Tick,1069,49,4957735
Tick,1072,50,4958095
Tick,1072,51,4958475
Tick,1073,52,4958900
Tick,1073,53,4959625
Tick,1074,54,4959970
Tick,1074,55,4960405
Tick,1075,56,4960720
Tick,1075,57,4961260
Tick,1076,58,4961925
Tick,1077,59,4962340
Tick,1077,60,4962825
Tick,1077,61,4963025
Tick,1077,62,4963425
Tick,1077,63,4963800
Tick,1077,64,4964055
Tick,1077,65,4964225
Tick,1077,66,4964600
Tick,1077,67,4964975
Tick,1077,68,4965145
Tick,1077,69,4965430
Tick,1077,70,4965795
Tick,1077,71,4965820
Tick,1077,72,4965955
Tick,1077,73,4966000
Tick,1078,74,4966120
Tick,1078,75,4966435
Tick,1078,76,4966870
Tick,1078,77,4967285
Tick,1078,78,4967370
Tick,1078,79,4967815
Tick,1078,80,4968010
Tick,1079,81,4968210
Tick,1081,82,4968480
Tick,1081,83,4968450
Tick,1081,84,4968615
Tick,1081,85,4968865
Tick,1081,86,4968985
Tick,1081,87,4969220
Tick,1081,88,4969200
Tick,1081,89,4969375
Tick,1082,90,4969680
Tick,1082,91,4969635
Tick,1083,92,4969740
Tick,1083,93,4969835
Tick,1084,94,4970070
Tick,1084,95,4970085
Tick,1084,96,4969970
Tick,1084,97,4970065
Tick,1084,98,4970115
Tick,1084,99,4970285
Tick,1016,100,4970370
Tick,1016,101,4970565
Tick,1016,102,4970735
Tick,1016,103,4970955
Tick,1016,104,4971040
Tick,1014,105,4971290
Tick,1014,106,4971370
