Tick,200,0,24225
Tick,200,1,24650
Tick,200,2,25075
Tick,200,3,25450
Tick,200,4,25775
Tick,201,5,26150
Tick,201,6,26495
Tick,201,7,26865
Tick,201,8,27295
Tick,201,9,27710
Tick,201,10,28075
Tick,201,11,28340
Tick,201,12,28795
Tick,201,13,29055
Tick,201,14,29465
Tick,201,15,29775
Tick,201,16,30090
Tick,201,17,30300
Tick,201,18,30505
Tick,201,19,30770
Tick,201,20,31135
Tick,202,21,31440
Tick,202,22,31740
Tick,202,23,32025
Tick,202,24,32425
Tick,203,25,32780
Tick,203,26,32980
Tick,203,27,33380
Tick,204,28,33765
Tick,204,29,34010
Tick,204,30,34390
Tick,205,31,34670
Tick,205,32,34930
Tick,205,33,35325
Tick,205,34,35710
Tick,206,35,36175
Tick,206,36,36540
Tick,206,37,36860
Tick,206,38,37135
Tick,206,39,37425
Tick,206,40,37635
Tick,206,41,37850
Tick,206,42,38240
Tick,206,43,38660
Tick,206,44,39005
Tick,206,45,39440
Tick,206,46,39865
Tick,206,47,40180
Tick,206,48,40570
Tick,206,49,40900
Tick,206,50,40935
Tick,206,51,40855
Tick,206,52,40870
Tick,206,53,40965
Tick,206,54,41025
Tick,206,55,41060
Tick,206,56,41120
Tick,206,57,41195
Tick,206,58,41255
Tick,206,59,41310
Tick,206,60,41320
Tick,206,61,41360
Tick,206,62,41395
Tick,206,63,41480
Tick,206,64,41560
Tick,206,65,41545
Tick,206,66,41570
Tick,206,67,41645
Tick,206,68,41715
Tick,206,69,41795
Tick,206,70,41820
Tick,206,71,41820
Tick,206,72,41885
Tick,206,73,41910
Tick,206,74,41965
Tick,206,75,41985
Tick,206,76,41995
Tick,206,77,41965
Tick,206,78,42010
Tick,206,79,42025
Tick,206,80,42075
Tick,206,81,42080
Tick,206,82,42075
Tick,206,83,42135
Tick,206,84,42185
Tick,206,85,42175
Tick,206,86,42140
Tick,206,87,42170
Tick,206,88,42085
Tick,206,89,42165
Tick,206,90,42185
Tick,206,91,42200
Tick,206,92,42215
Tick,206,93,42250
Tick,206,94,42260
Tick,206,95,42290
Tick,206,96,42300
Tick,206,97,42285
Tick,206,98,42330
Tick,206,99,42330
Tick,199,100,42355
Tick,199,101,42315
Tick,199,102,42335
Tick,199,103,42400
Tick,199,104,42445
Tick,191,105,42495
Tick,191,106,42530
Tick,191,107,42540
Tick,191,108,42540
Tick,191,109,42575
Tick,178,110,42585
Tick,178,111,42620
Tick,178,112,42665
Tick,178,113,42720
Tick,178,114,42755
Tick,174,115,42805
Tick,173,116,42825
Tick,173,117,42785
Tick,173,118,42815
Tick,172,119,42815
Tick,166,120,42745
Tick,166,121,42740
Tick,166,122,42750
Tick,166,123,42780
Tick,166,124,42810
Tick,161,125,42855
Tick,161,126,42850
Tick,161,127,42895
Tick,161,128,42865
Tick,161,129,42920
Tick,153,130,42900
Tick,153,131,42905
Tick,153,132,42965
Tick,153,133,42995
Tick,153,134,42975
Tick,150,135,43015
Tick,150,136,43070
Tick,150,137,43125
Tick,150,138,43115
Tick,149,139,43155
Tick,145,140,43185
Tick,144,141,43220
Tick,143,142,43220
Tick,141,143,43235
Tick,141,144,43250
Tick,136,145,43280
Tick,136,146,43325
Tick,136,147,43360
Tick,136,148,43410
Tick,136,149,43305
Tick,108,150,43250
Tick,108,151,43300
Tick,108,152,43315
Tick,107,153,43350
Tick,107,154,43385
Tick,101,155,43415
Tick,99,156,43380
Tick,98,157,43420
Tick,98,158,43470
Tick,96,159,43500
Tick,90,160,43510
Tick,88,161,43500
Tick,87,162,43535
Tick,86,163,43545
Tick,86,164,43550
Tick,75,165,43590
Tick,75,166,43605
Tick,75,167,43625
Tick,74,168,43665
Tick,73,169,43695
Tick,69,170,43725
Tick,69,171,43720
Tick,67,172,43745
Tick,67,173,43740
Tick,66,174,43770
Tick,59,175,43815
Tick,59,176,43850
Tick,59,177,43905
Tick,59,178,43920
Tick,59,179,43900
Tick,57,180,43905
Tick,57,181,43950
Tick,55,182,43910
Tick,54,183,43910
Tick,54,184,43955
Tick,49,185,44000
Tick,49,186,44000
Tick,49,187,44050
Tick,49,188,44090
Tick,49,189,44105
Tick,48,190,44155
Tick,47,191,44195
Tick,47,192,44240
Tick,47,193,44270
Tick,46,194,44235
Tick,46,195,44280
Tick,45,196,44250
Tick,45,197,44215
Tick,45,198,44205
Tick,45,199,44185
Tick,43,200,44220
Tick,43,201,44260
Tick,42,202,44195
Tick,42,203,44235
Tick,42,204,44190
Tick,38,205,44230
Tick,37,206,44265
Tick,36,207,44250
Tick,35,208,44285
Tick,34,209,44280
Tick,31,210,44215
Tick,31,211,44220
Tick,31,212,44200
Tick,31,213,44245
Tick,31,214,44270
Tick,30,215,44295
Tick,30,216,44330
Tick,30,217,44375
Tick,30,218,44410
Tick,30,219,44455
Tick,29,220,44460
Tick,29,221,44500
Tick,29,222,44530
Tick,28,223,44560
Tick,28,224,44595
Tick,26,225,44530
Tick,26,226,44500
Tick,26,227,44530
Tick,26,228,44565
Tick,26,229,44605
Tick,24,230,44635
Tick,24,231,44670
Tick,24,232,44680
Tick,24,233,44660
Tick,24,234,44655
Tick,23,235,44635
Tick,23,236,44625
Tick,23,237,44655
Tick,23,238,44690
Tick,23,239,44690
Tick,22,240,44685
Tick,22,241,44710
Tick,22,242,44695
Tick,22,243,44720
Tick,22,244,44650
Tick,22,245,44685
Tick,22,246,44645
Tick,22,247,44680
Tick,22,248,44705
Tick,22,249,44735
Tick,22,250,44750
Tick,22,251,44775
Tick,22,252,44810
Tick,22,253,44835
Tick,22,254,44845
Tick,22,255,44835
Tick,21,256,44860
Tick,21,257,44840
Tick,22,258,44870
Tick,22,259,44905
Tick,22,260,44905
Tick,22,261,44935
Tick,22,262,44930
Tick,22,263,44905
Tick,21,264,44930
Tick,21,265,44955
Tick,21,266,44990
Tick,21,267,44965
Tick,21,268,45000
Tick,21,269,45025
Tick,21,270,45010
Tick,21,271,45035
Tick,21,272,45070
Tick,21,273,45050
Tick,21,274,45030
Tick,21,275,45015
Tick,21,276,45040
Tick,21,277,45070
Tick,21,278,45105
Tick,21,279,45130
Tick,20,280,45115
Tick,20,281,45130
Tick,20,282,45160
Tick,20,283,45180
Tick,20,284,45205
Tick,20,285,45165
Tick,20,286,45185
Tick,20,287,45215
Tick,20,288,45235
Tick,20,289,45215
Tick,19,290,45235
Tick,20,291,45260
Tick,20,292,45245
Tick,20,293,45225
Tick,21,294,45250
Tick,20,295,45275
Tick,20,296,45305
Tick,20,297,45325
Tick,20,298,45270
Tick,20,299,45300
Tick,20,300,45320
Tick,19,301,45350
Tick,19,302,45325
Tick,18,303,45355
Tick,18,304,45365
Tick,18,305,45395
Tick,18,306,45375
Tick,18,307,45405
Tick,18,308,45405
Tick,18,309,45365
Tick,18,310,45395
Tick,18,311,45415
Tick,18,312,45420
Tick,18,313,45395
Tick,18,314,45415
Tick,19,315,45440
